person_index,canonical_name,canonical_email,erp_us_customer_id,erp_eu_client_ref,crm_account_id,clickstream_true_event_count,clickstream_captured_event_count,clickstream_captured_variants,appears_in_erp,appears_in_crm,appears_in_clickstream
161,Virginia Sanchez,lawsonzachary@example.com,,EU-CLI-000231,ACCT-00284,31,5,lawsonzachary@example.com;  lawsonzachary@example.com;LAWSONZACHARY@EXAMPLE.COM,True,True,True
162,Sierra Townsend,natalie51@example.org,CUST-00162,EU-CLI-000121,ACCT-00083;ACCT-00206,22,6,ntaalie51@example.org;natlaie51@example.org;natalie51@example.org;natlie51@example.org,True,True,True
163,Michael Floyd,ryanpena@example.com,CUST-00163,EU-CLI-000099,ACCT-00249,33,3,ryanpena@example.com  ;ryanpena@example.com,True,True,True
164,Lisa Ford,pmiller@example.org,,,ACCT-00113;ACCT-00140,29,3,  pmiller@example.org;pmiller@example.org,False,True,True
165,Veronica Flores,idiaz@example.org,CUST-00165,EU-CLI-000028,ACCT-00024;ACCT-00093;ACCT-00211;ACCT-00341,24,3,idiaz@example.org;diiaz@example.org,True,True,True
166,Beverly Hernandez,derrick71@example.net,CUST-00166,,ACCT-00129;ACCT-00305;ACCT-00321,28,2,derrick71@example.net;drerick71@example.net,True,True,True
167,Kevin Barrett,leeamber@example.org,CUST-00167,EU-CLI-000044,,27,5,leeamber@example.org;LEEAMBER@EXAMPLE.ORG;leeamber@example.org  ,True,False,True
168,Evan Thompson,yprice@example.net,CUST-00168,EU-CLI-000056,ACCT-00191;ACCT-00296,28,5,yprie@example.net;yprice@example.net;YPRICE@EXAMPLE.NET;yprcie@example.net;yprice@example.net  ,True,True,True
169,Tara Cunningham MD,lindahoffman@example.com,CUST-00169,,ACCT-00130;ACCT-00180;ACCT-00227,30,6,kindahoffman@example.com;lindahoffman@example.com;ilndahoffman@example.com;  lindahoffman@example.com,True,True,True
170,Brian Owens,robertheath@example.net,CUST-00170,EU-CLI-000212,,26,5,robertheath@example.net;  robertheath@example.net;robertheath@example.net  ,True,False,True
171,Michael Johnson,reyespatrick@example.net,,EU-CLI-000077,ACCT-00248,22,7,reyespatrick@example.net;REYESPATRICK@EXAMPLE.NET;eeyespatrick@example.net;reyespstrick@example.net;reyesaptrick@example.net,True,True,True
172,Sharon Wade,jonathanoneal@example.org,CUST-00172,,ACCT-00137,25,3,jonathannoeal@example.org;jonathanoneal@example.org;jonathanoneal@example.org  ,True,True,True
173,Timothy Vega,mccarthysarah@example.org,CUST-00173,EU-CLI-000022,ACCT-00172,27,6,  mccarthysarah@example.org;mccarthysarah@example.org  ;mccarthysarah@example.org,True,True,True
174,Sean Hall,john04@example.com,CUST-00174,EU-CLI-000150,,29,5,john04@example.com,True,False,True
175,Michael Ellis,maria12@example.org,CUST-00175,EU-CLI-000008,ACCT-00194;ACCT-00253,30,8,mari12@example.org;maria12@example.org;maria12@example.org  ;  maria12@example.org,True,True,True
176,Patricia Ellis,wflynn@example.net,CUST-00176,EU-CLI-000103,,23,3,wflynn@example.net;wfylnn@example.net,True,False,True
177,Betty Martinez,jason11@example.net,CUST-00177,EU-CLI-000186,ACCT-00256,16,3,jason11@example.net,True,True,True
178,Benjamin Torres,mcleanchristopher@example.net,,EU-CLI-000252,,29,7,mcleanchristopher@example.net;mcleanchristopher@example.net  ,True,False,True
179,Mary Rocha,keith18@example.com,CUST-00179,EU-CLI-000198,ACCT-00051;ACCT-00064,19,4,keith18@example.com;keith18@example.com  ;Keith18@example.com,True,True,True
180,Michael Chavez,jpaul@example.org,CUST-00180,,,25,2,jpaul@example.org;ipaul@example.org,True,False,True
181,Dustin Wilson,daniel75@example.org,,EU-CLI-000197,ACCT-00282,25,6,daniel75@example.org;daniel5@example.org,True,True,True
182,Anthony Carter,comptonmatthew@example.org,CUST-00182,EU-CLI-000050,,31,8,comptonmqtthew@example.org;comtponmatthew@example.org;comptonmatthew@example.org;omptonmatthew@example.org;Comptonmatthew@example.org,True,False,True
183,Austin Moreno,lauren25@example.org,CUST-00183,EU-CLI-000093,ACCT-00028;ACCT-00205,27,4,lauren25@example.org;LAUREN25@EXAMPLE.ORG,True,True,True
184,Robert Bennett,aprilmiller@example.com,CUST-00184,EU-CLI-000188,ACCT-00228,23,3,APRILMILLER@EXAMPLE.COM;aprilmilelr@example.com,True,True,True
185,Crystal Berry,anthonyjohnson@example.net,,,ACCT-00010;ACCT-00216,29,6,anthonyjohnson@example.net;Anthonyjohnson@example.net;anthonyiohnson@example.net;amthonyjohnson@example.net;  anthonyjohnson@example.net,False,True,True
186,Richard Ray,nthomas@example.com,CUST-00186,EU-CLI-000112,ACCT-00044,27,6,nthomas@example.com;nthoma@example.com;ntohmas@example.com;Nthomas@example.com,True,True,True
187,Maurice Wu,cannonkelsey@example.net,,EU-CLI-000153,ACCT-00251,33,6,cannonkelsey@example.net,True,True,True
188,Hannah Ross,dixonmichael@example.org,,EU-CLI-000179,ACCT-00244,27,4,dixonmichael@example.org;Dixonmichael@example.org;dixonmcihael@example.org,True,True,True
189,Christina Frey,ncompton@example.org,,,,29,1,ncompton@example.org,False,False,True
190,Jimmy Miller,danielshah@example.com,CUST-00190,EU-CLI-000101,ACCT-00075,27,5,danielshah@example.com;Danielshah@example.com;dajielshah@example.com,True,True,True
191,Kristina Hart,courtneymack@example.com,CUST-00191,EU-CLI-000157,ACCT-00095;ACCT-00177,30,8,courtneymack@example.com;ourtneymack@example.com;courtnrymack@example.com;courtneymakc@example.com,True,True,True
192,Amanda Newman,paul91@example.org,CUST-00192,EU-CLI-000217,,27,8,paul91@example.org;pqul91@example.org;paul1@example.org;  paul91@example.org,True,False,True
193,Corey Wood,durhamcole@example.org,CUST-00193,,,32,7,durhamcole@example.org;durahmcole@example.org;DURHAMCOLE@EXAMPLE.ORG;durnamcole@example.org;curhamcole@example.org,True,False,True
194,Jeffrey Evans,colemanjessica@example.org,CUST-00194,EU-CLI-000071,ACCT-00258;ACCT-00298,32,9,colemanjessica@example.org;colemanjessiac@example.org;colemqnjessica@example.org;colemanjesisca@example.org;colemanjessica@example.org  ,True,True,True
195,Phillip Clark,laurapalmer@example.com,CUST-00195,EU-CLI-000029,ACCT-00069,32,4,laurapalmer@example.com  ;laurapalmer@example.com,True,True,True
196,Sara Lane,cynthia84@example.com,CUST-00196,EU-CLI-000072,,32,10,cynthia84@example.com  ;cynthia84@example.com;cyjthia84@example.com;CYNTHIA84@EXAMPLE.COM;cyntiha84@example.com;Cynthia84@example.com,True,False,True
197,Daniel Barnes,cathywatson@example.org,,EU-CLI-000219,,32,4,cathywatson@example.org;cathywatson@example.org  ,True,False,True
198,Benjamin Ballard,catherine97@example.net,,EU-CLI-000088,ACCT-00016;ACCT-00081,26,6,catherine97@example.net  ;atherine97@example.net;  catherine97@example.net;cathrine97@example.net;catherine97@example.net;Catherine97@example.net,True,True,True
199,Misty Gross,robinsonsarah@example.com,CUST-00199,EU-CLI-000052,ACCT-00032,31,9,robinsonsarha@example.com;robinsonsarah@example.com;  robinsonsarah@example.com;robinsonsaarh@example.com;robinonsarah@example.com;ROBINSONSARAH@EXAMPLE.COM,True,True,True
200,Valerie Wilson,jeffersonkelsey@example.org,CUST-00200,EU-CLI-000230,,27,5,jeffersnkelsey@example.org;Jeffersonkelsey@example.org;jeffersonkelsey@example.org;jeffersnokelsey@example.org,True,False,True
201,Maria Hernandez,zwilliams@example.com,CUST-00201,EU-CLI-000207,ACCT-00269,21,3,zwilliams@example.com,True,True,True
202,Mark Rhodes,ashley40@example.com,CUST-00202,,ACCT-00094,12,2,ashley40@example.com,True,True,True
203,Stacey Gay,williamskirsten@example.org,CUST-00203,,,23,4,williamskirsten@example.org,True,False,True
204,Anthony Holder,kimberly10@example.net,CUST-00204,EU-CLI-000042,ACCT-00002;ACCT-00239,38,4,kiberly10@example.net;kimberly10@example.net,True,True,True
205,Brianna Douglas,tammy29@example.com,CUST-00205,EU-CLI-000023,ACCT-00168,23,6,tammy29@example.com;  tammy29@example.com;Tammy29@example.com;tmmy29@example.com;tammy29@example.com  ,True,True,True
206,Holly Bowen,riverarobert@example.net,,EU-CLI-000124,ACCT-00105,27,5,riverarobert@example.net  ;riverarobert@example.net;riveraroebrt@example.net,True,True,True
207,Eric Thompson,guerrerodarlene@example.com,CUST-00207,EU-CLI-000214,ACCT-00107;ACCT-00330,34,7,guerrerodarlene@example.com;guerrerodarene@example.com;GUERRERODARLENE@EXAMPLE.COM;  guerrerodarlene@example.com,True,True,True
208,Gina Dixon,david65@example.org,CUST-00208,EU-CLI-000113,ACCT-00030;ACCT-00242,35,6,davdi65@example.org;david65@example.org;david65@example.org  ,True,True,True
209,Kevin Pacheco,ariana31@example.net,CUST-00209,EU-CLI-000172,ACCT-00336,24,5,airana31@example.net;ariana31@example.net;  ariana31@example.net,True,True,True
210,Jordan Wilkins,mcolon@example.net,,EU-CLI-000251,ACCT-00012;ACCT-00084;ACCT-00128,26,3,mcooln@example.net;mcolon@example.net,True,True,True
211,Blake Vasquez,hughestara@example.com,CUST-00211,,,31,6,hughestara@example.com;hghestara@example.com;  hughestara@example.com;huthestara@example.com,True,False,True
212,Michael Barker,shaneward@example.com,CUST-00212,EU-CLI-000210,ACCT-00138;ACCT-00325,24,2,shaneward@example.com  ;shaneward@example.com,True,True,True
213,Louis Barrera,robertdudley@example.com,,,ACCT-00058;ACCT-00324,31,2,robertdudley@example.com;robertdduley@example.com,False,True,True
214,Tyler Peters,justin36@example.com,CUST-00214,EU-CLI-000018,,24,3,  justin36@example.com;justin36@example.com,True,False,True
215,Crystal Holmes,fthompson@example.net,CUST-00215,EU-CLI-000027,ACCT-00135;ACCT-00254;ACCT-00344,26,7,ftgompson@example.net;fthompson@example.net  ;FTHOMPSON@EXAMPLE.NET;fthompson@example.net;  fthompson@example.net;ftohmpson@example.net,True,True,True
216,Alexis Hoffman PhD,david04@example.org,CUST-00216,EU-CLI-000133,ACCT-00074,26,9,david04@example.org;daivd04@example.org;davi04@example.org;dacid04@example.org,True,True,True
217,Leonard Maldonado,lawsontammy@example.com,CUST-00217,EU-CLI-000059,ACCT-00179;ACCT-00312,21,4,lawsontammy@example.com;lawsontamy@example.com,True,True,True
218,Alexander Higgins,qedwards@example.com,CUST-00218,EU-CLI-000169,ACCT-00077,29,2,qedwards@example.com;  qedwards@example.com,True,True,True
219,Jennifer Morse,juliewilson@example.net,,,,25,4,  juliewilson@example.net;juliewilsno@example.net;juliewilson@example.net;Juliewilson@example.net,False,False,True
220,Eddie Young,samantha69@example.com,,EU-CLI-000111,,24,6,samantha69@example.com;samantah69@example.com,True,False,True
221,William Holmes,gregory00@example.net,CUST-00221,EU-CLI-000181,ACCT-00271,33,7,greglry00@example.net;gregory00@example.net,True,True,True
222,Jaclyn Wagner,toni57@example.com,CUST-00222,EU-CLI-000140,ACCT-00027,30,5,toni57@example.com;toi57@example.com;oni57@example.com;Toni57@example.com,True,True,True
223,Angie Collins,alexander99@example.org,CUST-00223,,ACCT-00020;ACCT-00103;ACCT-00323,33,5,alexander99@example.org;alexaner99@example.org;alexander99@example.org  ;Alexander99@example.org,True,True,True
224,Stephanie Petty,adamsheidi@example.com,CUST-00224,EU-CLI-000049,ACCT-00230;ACCT-00265;ACCT-00291,32,3,adamsheidi@example.com;  adamsheidi@example.com,True,True,True
225,William Cooley,lvazquez@example.net,,EU-CLI-000060,ACCT-00039,26,3,LVAZQUEZ@EXAMPLE.NET;lvazquez@example.net;vlazquez@example.net,True,True,True
226,John Beard,nicole62@example.net,CUST-00226,EU-CLI-000225,ACCT-00139,25,6,nicole62@example.net,True,True,True
227,Mrs. Chelsea Cervantes,robinsonsusan@example.org,,EU-CLI-000078,ACCT-00036;ACCT-00235,30,4,robinsonssan@example.org;robinsonsusn@example.org;robinsonsusan@example.org,True,True,True
228,Laura Melton,andrea72@example.com,CUST-00228,EU-CLI-000090,ACCT-00272,28,4,andrea72@example.com;Andrea72@example.com,True,True,True
229,Luis Silva,harrisjackson@example.com,CUST-00229,EU-CLI-000100,ACCT-00161;ACCT-00247,39,8,  harrisjackson@example.com;harrsijackson@example.com;harrisjackson@example.com;harrijackson@example.com;HARRISJACKSON@EXAMPLE.COM,True,True,True
230,Steven Meadows,ellengomez@example.org,,,ACCT-00121,34,6,Ellengomez@example.org;ellnegomez@example.org;ellengomez@example.org;ellengomze@example.org,False,True,True
231,Mary Rose,christinacarr@example.com,CUST-00231,EU-CLI-000046,ACCT-00229,31,7,christnacarr@example.com;christinacarr@example.com;  christinacarr@example.com,True,True,True
232,Nathan Moore,fcook@example.net,CUST-00232,EU-CLI-000261,,30,6,cfook@example.net;fcook@example.net;  fcook@example.net;fcook@example.net  ;focok@example.net,True,False,True
233,Anne Martinez,wellscheryl@example.net,CUST-00233,,ACCT-00309,33,6,wellscheryl@example.net;WELLSCHERYL@EXAMPLE.NET;wellschryl@example.net,True,True,True
234,Rebecca Everett,kristin87@example.com,CUST-00234,EU-CLI-000117,,31,3,kristin87@example.com;kristin87@example.com  ,True,False,True
235,Cameron Daniel,rrose@example.org,CUST-00235,EU-CLI-000104,ACCT-00142,27,8,rrose@example.org  ;rrose@example.org;rrse@example.org;rfose@example.org,True,True,True
236,Daniel Huffman,russell16@example.net,,EU-CLI-000241,,26,3,russell16@example.net,True,False,True
237,Amy Meza,estanley@example.org,,EU-CLI-000201,ACCT-00345,27,4,estanley@example.org;  estanley@example.org;estanley@example.org  ,True,True,True
238,Nathan Johnson,shannon60@example.org,CUST-00238,EU-CLI-000123,,26,3,Shannon60@example.org;SHANNON60@EXAMPLE.ORG;shannon60@example.org,True,False,True
239,Anna Jackson,garysavage@example.net,CUST-00239,,,26,3,garysavae@example.net;garysavage@example.net,True,False,True
240,Roger Shaw,kphillips@example.org,,EU-CLI-000161,ACCT-00332,26,6,Kphillips@example.org;kphillips@example.org;kphiklips@example.org;kphilips@example.org,True,True,True
241,Tanya Olson,andrew55@example.net,CUST-00241,,ACCT-00156,35,9,ANDREW55@EXAMPLE.NET;  andrew55@example.net;andrew55@example.net;andew55@example.net;andre5w5@example.net,True,True,True
242,Rebecca King,ashley61@example.com,CUST-00242,EU-CLI-000016,,32,7,ashley61@example.com;adhley61@example.com;Ashley61@example.com,True,False,True
243,Timothy Nelson,juliewhite@example.org,CUST-00243,EU-CLI-000075,ACCT-00293;ACCT-00299,22,0,,True,True,True
244,Curtis Edwards,hesskristina@example.net,CUST-00244,EU-CLI-000263,ACCT-00007;ACCT-00277,27,5,hesskritsina@example.net;hesskristina@example.net,True,True,True
245,Kimberly Wise,gjones@example.org,CUST-00245,EU-CLI-000254,ACCT-00108;ACCT-00162,36,10,gjones@example.org;gones@example.org;gjons@example.org;GJONES@EXAMPLE.ORG,True,True,True
246,David Hansen,shouse@example.com,CUST-00246,,,33,4,shouse@example.com;shoue@example.com;shose@example.com;shoues@example.com,True,False,True
247,Devin Williams,jeffreyhernandez@example.net,CUST-00247,EU-CLI-000253,ACCT-00067;ACCT-00266,28,4,jeffreyhernandz@example.net;Jeffreyhernandez@example.net;jeffreyhernandez@example.net,True,True,True
248,Gabriela Conner,james13@example.org,CUST-00248,EU-CLI-000222,ACCT-00123;ACCT-00255,35,3,jaems13@example.org;james13@example.org,True,True,True
249,Paul Mathews,elaineochoa@example.com,CUST-00249,,,29,9,elaineochoa@example.com;  elaineochoa@example.com;ELAINEOCHOA@EXAMPLE.COM;elakneochoa@example.com;Elaineochoa@example.com,True,False,True
250,Shelby Perez,zbryant@example.com,,,ACCT-00300,25,6,zbryant@example.com  ;zbryant@example.com;Zbryant@example.com,False,True,True
251,Brendan Hood,debra18@example.com,CUST-00251,EU-CLI-000163,ACCT-00221,37,9,debra18@example.com;  debra18@example.com;DEBRA18@EXAMPLE.COM,True,True,True
252,Troy Miller,rwhitaker@example.org,CUST-00252,,ACCT-00011;ACCT-00066;ACCT-00175;ACCT-00198;ACCT-00237;ACCT-00246,25,6,rwhitaker@example.org;rwhiraker@example.org;wrhitaker@example.org;RWHITAKER@EXAMPLE.ORG,True,True,True
253,Katherine Spencer,mblair@example.com,CUST-00253,EU-CLI-000185,ACCT-00185,25,3,MBLAIR@EXAMPLE.COM;mblair@example.com;blair@example.com,True,True,True
254,Jesse Oliver,craigsampson@example.com,CUST-00254,EU-CLI-000250,ACCT-00037;ACCT-00049;ACCT-00308,22,4,cfaigsampson@example.com;craigsamoson@example.com;cragisampson@example.com;craigsampson@example.com,True,True,True
255,Joseph Aguirre,parrishlinda@example.net,,,ACCT-00337,37,3,parrishlnida@example.net;parrishlinda@example.net;prrishlinda@example.net,False,True,True
256,Nathan Walter,ysmith@example.net,CUST-00256,EU-CLI-000087,ACCT-00338,33,9,ysmith@example.net;symith@example.net;hsmith@example.net;Ysmith@example.net;ysmit@example.net,True,True,True
257,Emily Murphy,wilsoncaroline@example.net,CUST-00257,EU-CLI-000134,,34,4,  wilsoncaroline@example.net;wilsoncaroline@example.net  ;WILSONCAROLINE@EXAMPLE.NET,True,False,True
258,Elizabeth Mendoza,gina11@example.com,CUST-00258,,ACCT-00003;ACCT-00091;ACCT-00153;ACCT-00262,25,2,GINA11@EXAMPLE.COM;gina11@example.com,True,True,True
259,John Williams,gregg59@example.org,CUST-00259,,ACCT-00347,27,2,gregg59@example.org,True,True,True
260,Curtis Carter,frank63@example.net,CUST-00260,EU-CLI-000069,ACCT-00243;ACCT-00245,22,5,frank63@example.net;Frank63@example.net;  frank63@example.net,True,True,True
261,Nicholas Cook,maureenrodriguez@example.org,,EU-CLI-000177,,29,10,  maureenrodriguez@example.org;maureenrodriguez@example.org  ;maureenrodriguez@example.org;maurenrodriguez@example.org;marueenrodriguez@example.org,True,False,True
262,Tiffany Carter,robertsilva@example.com,CUST-00262,EU-CLI-000066,ACCT-00054;ACCT-00313,26,3,robertsilva@example.com;robertsilva@example.com  ;robertsila@example.com,True,True,True
263,William Thompson,lphillips@example.net,CUST-00263,EU-CLI-000131,ACCT-00225,40,2,lphillips@example.net  ;lphillips@example.net,True,True,True
264,Justin Torres,tony71@example.com,CUST-00264,EU-CLI-000082,ACCT-00287,27,6,tony71@example.com;Tony71@example.com;toy71@example.com;  tony71@example.com,True,True,True
265,April Woods,skaiser@example.net,CUST-00265,EU-CLI-000009,,31,11,skaise@example.net;Skaiser@example.net;skaiser@example.net;skqiser@example.net;SKAISER@EXAMPLE.NET;  skaiser@example.net;soaiser@example.net,True,False,True
266,Claudia Austin,lori40@example.org,CUST-00266,,ACCT-00098;ACCT-00294,36,7,lori40@example.org  ;lori40@example.org;lori4@example.org,True,True,True
267,Michele Allison,michellebarton@example.net,,EU-CLI-000164,,21,1,  michellebarton@example.net,True,False,True
268,Brian Salinas,brian11@example.org,CUST-00268,EU-CLI-000146,ACCT-00060,30,5,brian11@example.org;brin11@example.org;brian11@example.org  ,True,True,True
269,Sara Tran,kennethlewis@example.com,CUST-00269,EU-CLI-000156,,26,3,kennethlewis@example.com;Kennethlewis@example.com,True,False,True
270,Megan Hughes,ilee@example.net,CUST-00270,,,27,4,ilee@example.net;iled@example.net;ILEE@EXAMPLE.NET,True,False,True
271,Barbara Wiley,rayjon@example.com,CUST-00271,EU-CLI-000137,ACCT-00275,43,6,rayjon@example.com;rzyjon@example.com;RAYJON@EXAMPLE.COM,True,True,True
272,Robert Mahoney,donaldoliver@example.com,CUST-00272,EU-CLI-000030,ACCT-00099,27,4,dlnaldoliver@example.com;donaldoliver@example.com;donaldoluver@example.com,True,True,True
273,Nicolas Baker,xlester@example.net,CUST-00273,EU-CLI-000063,ACCT-00184,38,7,xlester@example.net;xleter@example.net;xlestre@example.net,True,True,True
274,Eric Murphy,laurapatterson@example.com,CUST-00274,,ACCT-00317,30,8,  laurapatterson@example.com;Laurapatterson@example.com;laurapatterson@example.com;laurapatterson@example.com  ;laurapattreson@example.com,True,True,True
275,Mark Robinson,xreynolds@example.net,CUST-00275,,ACCT-00019;ACCT-00167;ACCT-00176;ACCT-00346,27,5,xreynolds@example.net;xreynolds@example.net  ,True,True,True
276,Richard Adkins,amy89@example.com,CUST-00276,EU-CLI-000159,ACCT-00025;ACCT-00173,32,7,AMY89@EXAMPLE.COM;amy89@example.com;am8y9@example.com;amy89@example.com  ,True,True,True
277,Johnathan Ramirez,andersonmichael@example.com,CUST-00277,EU-CLI-000193,ACCT-00169,28,5,andersonmichael@example.com  ;andersonmichael@example.com;ANDERSONMICHAEL@EXAMPLE.COM;ahdersonmichael@example.com,True,True,True
278,Stephanie Thompson,perezamber@example.net,,EU-CLI-000170,ACCT-00203,36,5,perezamber@example.net;pereazmber@example.net,True,True,True
279,Nicholas Castillo,stephensonjoshua@example.net,,EU-CLI-000040,,23,3,sgephensonjoshua@example.net;tsephensonjoshua@example.net;  stephensonjoshua@example.net,True,False,True
280,Jacqueline Wang,isingleton@example.org,CUST-00280,EU-CLI-000130,ACCT-00310,26,9,ieingleton@example.org;  isingleton@example.org;isingleton@example.org;isingleton@example.org  ,True,True,True
281,Dr. Shane Lawson III,ryanjackson@example.com,CUST-00281,,,28,7,ryanjackson@example.com;ryanjcakson@example.com;Ryanjackson@example.com;ryanajckson@example.com;RYANJACKSON@EXAMPLE.COM,True,False,True
282,Kristy Mclaughlin,matthewmcmillan@example.org,CUST-00282,EU-CLI-000057,ACCT-00219;ACCT-00280,27,2,Matthewmcmillan@example.org;matthewmcimllan@example.org,True,True,True
283,Brian Thornton,millschristine@example.org,CUST-00283,EU-CLI-000051,ACCT-00263,32,6,millschristine@example.org;  millschristine@example.org;millsxhristine@example.org;millschritine@example.org,True,True,True
284,Kyle Thompson,kristinehanna@example.net,,EU-CLI-000248,,23,4,kritinehanna@example.net;kristinehanna@example.net;krisinehanna@example.net,True,False,True
285,Steve Keith,gmarshall@example.net,CUST-00285,,,20,3,gmarshall@example.net,True,False,True
286,Mitchell Owens,dianawang@example.net,CUST-00286,EU-CLI-000223,,27,6,dianawqng@example.net;dianaang@example.net;dianawang@example.net;dianawsng@example.net,True,False,True
287,Samuel Kim,qhall@example.org,CUST-00287,EU-CLI-000166,,40,9,qhall@example.org;qall@example.org;Qhall@example.org;qhal@example.org,True,False,True
288,Misty Yu,mmyers@example.net,CUST-00288,,,24,3,mmyers@example.net;mmyrrs@example.net,True,False,True
289,Mike Gutierrez,kelleylindsey@example.com,CUST-00289,,,23,5,kelleylindsey@example.com;KELLEYLINDSEY@EXAMPLE.COM,True,False,True
290,Nicole Anderson,william24@example.com,CUST-00290,EU-CLI-000025,,35,7,william24@example.com;WILLIAM24@EXAMPLE.COM;williqm24@example.com;william42@example.com;wliliam24@example.com,True,False,True
291,Omar Martin,marysimmons@example.org,CUST-00291,EU-CLI-000109,,30,3,marysimmons@example.org;marsyimmons@example.org,True,False,True
292,Alfred Stafford,taylorsmith@example.com,,,ACCT-00056;ACCT-00124;ACCT-00250,23,4,talyorsmith@example.com;taylorsmith@example.com,False,True,True
293,Tyler Crawford,frank89@example.com,CUST-00293,,,25,2,frank89@example.com;frakn89@example.com,True,False,True
294,Richard Brooks,amcknight@example.net,CUST-00294,,ACCT-00343,25,5,amcknight@example.net;AMCKNIGHT@EXAMPLE.NET;amckngiht@example.net,True,True,True
295,Michael Jacobs,crosslarry@example.org,CUST-00295,EU-CLI-000208,ACCT-00213,24,4,crosslarry@example.org;crosslarty@example.org,True,True,True
296,Danielle Howard,elizabethmeyer@example.net,,EU-CLI-000158,ACCT-00217,39,4,elizabethmeyer@example.net;Elizabethmeyer@example.net;  elizabethmeyer@example.net,True,True,True
297,Walter Murphy,tara24@example.com,CUST-00297,,ACCT-00014,29,3,  tara24@example.com;tara24@example.com;tata24@example.com,True,True,True
298,Matthew Duffy,michael98@example.org,CUST-00298,EU-CLI-000080,ACCT-00092;ACCT-00252,32,8,MICHAEL98@EXAMPLE.ORG;michael98@example.org;michael98@example.org  ,True,True,True
299,Donna Edwards,alee@example.net,,EU-CLI-000218,,27,7,alee@example.net;ALEE@EXAMPLE.NET;  alee@example.net,True,False,True
300,Brittany Dalton,devonking@example.org,CUST-00300,,,29,3,devonking@example.org;devoning@example.org,True,False,True
301,Omar Larson,lsimon@example.com,CUST-00301,EU-CLI-000041,ACCT-00304,25,3,lsumon@example.com;lsimon@example.com,True,True,True
302,Karen Hernandez,tonyasmith@example.org,CUST-00302,EU-CLI-000081,ACCT-00236,28,7,tonyasmith@example.org;toynasmith@example.org;tonyasmth@example.org;Tonyasmith@example.org;tonyasmith@example.org  ,True,True,True
303,Suzanne Ford,amandathompson@example.org,CUST-00303,EU-CLI-000143,ACCT-00202;ACCT-00276,25,2,amandathompson@example.org,True,True,True
304,Taylor Gilbert,mariahall@example.net,CUST-00304,EU-CLI-000236,ACCT-00178,15,3,mariahall@example.net;Mariahall@example.net,True,True,True
305,Valerie Reyes,megan81@example.com,,EU-CLI-000003,ACCT-00127,29,5,megan81@example.com;mwgan81@example.com,True,True,True
306,Jasmine Patterson,jodom@example.net,CUST-00306,,,17,4,jodom@example.net;jodm@example.net,True,False,True
307,Brian Stevenson,zmedina@example.net,CUST-00307,EU-CLI-000108,ACCT-00210,26,7,zmedina@example.net;zmednia@example.net;zmedina@example.net  ;zmeidna@example.net,True,True,True
308,Stephanie Murphy,heathcynthia@example.org,CUST-00308,EU-CLI-000043,ACCT-00342,28,9,heathcynthia@example.org;heathcyntgia@example.org;  heathcynthia@example.org;HEATHCYNTHIA@EXAMPLE.ORG;hetahcynthia@example.org,True,True,True
309,Timothy Ward,coheneugene@example.com,,EU-CLI-000194,ACCT-00144;ACCT-00335,27,7,coheneugene@example.com;COHENEUGENE@EXAMPLE.COM,True,True,True
310,Julie Lucas,hmoore@example.net,,EU-CLI-000096,ACCT-00295,19,2,hmoore@example.net;hmooe@example.net,True,True,True
311,Ashley Davis,jferrell@example.org,,EU-CLI-000257,ACCT-00241;ACCT-00267;ACCT-00322,31,5,kferrell@example.org;jferrell@example.org;jfrrell@example.org,True,True,True
312,Marcus Carroll,ruthsharp@example.net,,EU-CLI-000061,,28,7,ruthsharp@example.net;ruthharp@example.net;ruthshafp@example.net;ruthsahrp@example.net;  ruthsharp@example.net,True,False,True
313,Michael West,doconnell@example.net,CUST-00313,EU-CLI-000084,ACCT-00040,39,6,doconnell@example.net  ;DOCONNELL@EXAMPLE.NET;doconnell@example.net;docpnnell@example.net;doconell@example.net,True,True,True
314,Dana White,tylerberry@example.org,CUST-00314,EU-CLI-000125,,30,8,tylerberry@example.org;TYLERBERRY@EXAMPLE.ORG;tylerebrry@example.org;Tylerberry@example.org,True,False,True
315,Pamela Johnson,rachelparsons@example.com,CUST-00315,,,29,6,rachelaprsons@example.com;rachelparsons@example.com;eachelparsons@example.com;rachelparosns@example.com;RACHELPARSONS@EXAMPLE.COM;Rachelparsons@example.com,True,False,True
316,Donald Ramirez,joanne71@example.com,CUST-00316,EU-CLI-000256,ACCT-00232,28,5,Joanne71@example.com;joanne71@example.com;joajne71@example.com,True,True,True
317,Frank Hill,nathaniel30@example.org,CUST-00317,EU-CLI-000128,ACCT-00257;ACCT-00320,33,3,nathaniel30@example.org,True,True,True
318,Samantha Dunn,jacqueline64@example.org,CUST-00318,EU-CLI-000132,ACCT-00053;ACCT-00145;ACCT-00289,40,3,jacqueline64@example.org;Jacqueline64@example.org;jacqueine64@example.org,True,True,True
319,Aaron Ho,michaeltodd@example.org,CUST-00319,EU-CLI-000070,,30,8,Michaeltodd@example.org;michaletodd@example.org;micheltodd@example.org;michaeltodd@example.org;michawltodd@example.org,True,False,True
320,Jennifer Pruitt,michaelmarshall@example.com,CUST-00320,EU-CLI-000079,ACCT-00147,36,5,michaelmarshall@example.com;michaelmrshall@example.com;  michaelmarshall@example.com,True,True,True
321,Bethany Luna,lindarussell@example.net,CUST-00321,,,30,5,lindarusselk@example.net;lindarussell@example.net;kindarussell@example.net,True,False,True
